KT_USC,WOJEWÓDZTWO,POWIAT,GMINA,IMIĘ_PIERWSZE,PŁEĆ,LICZBA_WYSTĄPIEŃ
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ZUZANNA,KOBIETA,7
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MAJA,KOBIETA,7
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,IGA,KOBIETA,7
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,AMELIA,KOBIETA,7
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,JAGODA,KOBIETA,6
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,OLIWIA,KOBIETA,6
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MATYLDA,KOBIETA,5
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,LENA,KOBIETA,5
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MARIA,KOBIETA,5
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,POLA,KOBIETA,5
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ALEKSANDRA,KOBIETA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,AURELIA,KOBIETA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,EMILIA,KOBIETA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,NELA,KOBIETA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ŁUCJA,KOBIETA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,HANNA,KOBIETA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,LILIANA,KOBIETA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,GABRIELA,KOBIETA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,JULIA,KOBIETA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ANNA,KOBIETA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ZOFIA,KOBIETA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MILENA,KOBIETA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,LAURA,KOBIETA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,KORNELIA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,JAŚMINA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ROZALIA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MARTYNA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MARCELINA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,LILA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,DIANA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,KAJA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,POLINA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ADELA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,JOANNA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,AGATA,KOBIETA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,FILIP,MĘŻCZYZNA,9
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,NIKODEM,MĘŻCZYZNA,8
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,FRANCISZEK,MĘŻCZYZNA,8
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,IGNACY,MĘŻCZYZNA,8
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MARCEL,MĘŻCZYZNA,7
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MIKOŁAJ,MĘŻCZYZNA,7
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,TYMON,MĘŻCZYZNA,7
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,JAKUB,MĘŻCZYZNA,7
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ALEKSANDER,MĘŻCZYZNA,6
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MIŁOSZ,MĘŻCZYZNA,6
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,JAN,MĘŻCZYZNA,6
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ANTONI,MĘŻCZYZNA,5
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,LEON,MĘŻCZYZNA,5
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,SZYMON,MĘŻCZYZNA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,GABRIEL,MĘŻCZYZNA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,OSKAR,MĘŻCZYZNA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,TYMOTEUSZ,MĘŻCZYZNA,4
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,KACPER,MĘŻCZYZNA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,IGOR,MĘŻCZYZNA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,PATRYK,MĘŻCZYZNA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,PIOTR,MĘŻCZYZNA,3
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,ADAM,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,KRYSTIAN,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MICHAŁ,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,KAZIMIERZ,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,STANISŁAW,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,KAMIL,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MARK,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,MAKSYMILIAN,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,KORNEL,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,TEODOR,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,KAROL,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,TOMASZ,MĘŻCZYZNA,2
0201011,DOLNOŚLĄSKIE,BOLESŁAWIECKI,BOLESŁAWIEC,DANIEL,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ZUZANNA,KOBIETA,14
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,HANNA,KOBIETA,10
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MARCELINA,KOBIETA,9
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,NELA,KOBIETA,8
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,LILIANA,KOBIETA,7
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,OLIWIA,KOBIETA,7
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,LAURA,KOBIETA,7
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,JULIA,KOBIETA,6
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,EMILIA,KOBIETA,6
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,LENA,KOBIETA,6
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,IGA,KOBIETA,6
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ZOFIA,KOBIETA,5
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MARIA,KOBIETA,5
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,JAGODA,KOBIETA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MAJA,KOBIETA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,POLA,KOBIETA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ROZALIA,KOBIETA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,GABRIELA,KOBIETA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,KLARA,KOBIETA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MICHALINA,KOBIETA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MARTYNA,KOBIETA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,AMELIA,KOBIETA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,NADIA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,AURELIA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,LILIANNA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,APOLONIA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ALICJA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,HELENA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,KAJA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,VICTORIA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,RÓŻA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ANASTAZJA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ŁUCJA,KOBIETA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,NIKODEM,MĘŻCZYZNA,16
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,LEON,MĘŻCZYZNA,12
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,STANISŁAW,MĘŻCZYZNA,10
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ALEKSANDER,MĘŻCZYZNA,7
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MAKSYMILIAN,MĘŻCZYZNA,7
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MARCEL,MĘŻCZYZNA,7
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,SZYMON,MĘŻCZYZNA,7
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ADAM,MĘŻCZYZNA,7
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,FRANCISZEK,MĘŻCZYZNA,5
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,JAN,MĘŻCZYZNA,5
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,OSKAR,MĘŻCZYZNA,5
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,TYMOTEUSZ,MĘŻCZYZNA,5
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,FILIP,MĘŻCZYZNA,5
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,PIOTR,MĘŻCZYZNA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MICHAŁ,MĘŻCZYZNA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,IGNACY,MĘŻCZYZNA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MIKOŁAJ,MĘŻCZYZNA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,KACPER,MĘŻCZYZNA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ANTONI,MĘŻCZYZNA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MILAN,MĘŻCZYZNA,4
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,DANIEL,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,OLIWIER,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ARTUR,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,PATRYK,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,IGOR,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,BARTOSZ,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,MIŁOSZ,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,NATAN,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,WIKTOR,MĘŻCZYZNA,3
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,HUBERT,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,WOJCIECH,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,BARTŁOMIEJ,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,KAROL,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,KRZYSZTOF,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,ALAN,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,PRZEMYSŁAW,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,STANISLAV,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,JAKUB,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,CEZARY,MĘŻCZYZNA,2
0202021,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,GABRIEL,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MAJA,KOBIETA,11
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,LAURA,KOBIETA,9
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ZOFIA,KOBIETA,9
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ALICJA,KOBIETA,8
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ANTONINA,KOBIETA,7
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,HANNA,KOBIETA,7
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ZUZANNA,KOBIETA,7
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,KAJA,KOBIETA,5
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,LILIANA,KOBIETA,5
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,WIKTORIA,KOBIETA,5
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,EMILIA,KOBIETA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ANASTAZJA,KOBIETA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,KLARA,KOBIETA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,POLA,KOBIETA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,AMELIA,KOBIETA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MICHALINA,KOBIETA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ŁUCJA,KOBIETA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MIA,KOBIETA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,OLIWIA,KOBIETA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MARIA,KOBIETA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,LIWIA,KOBIETA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,JULIA,KOBIETA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,AURELIA,KOBIETA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,IGA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,NEL,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MATYLDA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,GABRIELA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,LILIANNA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ANNA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,NELA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MILENA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,NADIA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,KORNELIA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,HELENA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,SARA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ZOJA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,LIDIA,KOBIETA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,NIKODEM,MĘŻCZYZNA,16
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ANTONI,MĘŻCZYZNA,9
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,LEON,MĘŻCZYZNA,9
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,FRANCISZEK,MĘŻCZYZNA,8
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ALEKSANDER,MĘŻCZYZNA,7
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MIKOŁAJ,MĘŻCZYZNA,7
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,STANISŁAW,MĘŻCZYZNA,6
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,WOJCIECH,MĘŻCZYZNA,6
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,SZYMON,MĘŻCZYZNA,6
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MICHAŁ,MĘŻCZYZNA,6
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,JAN,MĘŻCZYZNA,6
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,IGNACY,MĘŻCZYZNA,5
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,FILIP,MĘŻCZYZNA,5
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,NATAN,MĘŻCZYZNA,5
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,TYMON,MĘŻCZYZNA,5
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,KACPER,MĘŻCZYZNA,5
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,TYMOTEUSZ,MĘŻCZYZNA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,IGOR,MĘŻCZYZNA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,JULIAN,MĘŻCZYZNA,4
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,FABIAN,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,LEO,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,CEZARY,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,OSKAR,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,DAWID,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,KRZYSZTOF,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,KUBA,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MAKSYMILIAN,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,JAKUB,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,KSAWERY,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MARCIN,MĘŻCZYZNA,3
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,OLEK,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,HENRYK,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MACIEJ,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MIESZKO,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,OLIWIER,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MIŁOSZ,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,BRUNO,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,PIOTR,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,IWO,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,TOMASZ,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,ADAM,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,MARCEL,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,TEODOR,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,WIKTOR,MĘŻCZYZNA,2
0203011,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,PRZEMYSŁAW,MĘŻCZYZNA,2
0208021,DOLNOŚLĄSKIE,KŁODZKI,KŁODZKO,ZOFIA,KOBIETA,6
0208021,DOLNOŚLĄSKIE,KŁODZKI,KŁODZKO,LENA,KOBIETA,5
0208021,DOLNOŚLĄSKIE,KŁODZKI,KŁODZKO,AMELIA,KOBIETA,4
0208021,DOLNOŚLĄSKIE,KŁODZKI,KŁODZKO,MARCELINA,KOBIETA,4
0208021,DOLNOŚLĄSKIE,KŁODZKI,KŁODZKO,OLIWIA,KOBIETA,4
0208021,DOLNOŚLĄSKIE,KŁODZKI,KŁODZKO,MICHALINA,KOBIETA,3
0208021,DOLNOŚLĄSKIE,KŁODZKI,KŁODZKO,EMILIA,KOBIETA,3
